,school_state,resource_type,poverty_level,total_donations,funding_status,date_posted
662768,GA,Technology,highest poverty,0,expired,2014-05-08 00:00:00
705653,MA,Supplies,high poverty,10,expired,2014-08-24 00:00:00
494364,NY,Supplies,highest poverty,220,completed,2013-01-25 00:00:00
363683,MA,Technology,high poverty,1249,completed,2011-12-09 00:00:00
807285,MI,Supplies,highest poverty,125,expired,2015-02-09 00:00:00
423130,LA,Supplies,highest poverty,0,expired,2012-07-02 00:00:00
574824,CA,Books,high poverty,302,completed,2013-10-01 00:00:00
167633,NY,Technology,highest poverty,825,completed,2009-10-17 00:00:00
502324,CA,Technology,highest poverty,0,expired,2013-02-17 00:00:00
517095,TN,Supplies,high poverty,520,completed,2013-04-26 00:00:00
284737,CA,Technology,highest poverty,0,expired,2011-02-26 00:00:00
69400,SC,Other,highest poverty,571,completed,2008-01-08 00:00:00
750371,IL,Books,high poverty,120,expired,2014-10-02 00:00:00
47703,AL,Supplies,highest poverty,522,completed,2007-08-06 00:00:00
274284,CA,Technology,high poverty,1085,completed,2011-01-25 00:00:00
755259,LA,Supplies,highest poverty,0,expired,2014-10-11 00:00:00
170389,IN,Supplies,highest poverty,293,completed,2009-11-02 00:00:00
582725,NY,Supplies,highest poverty,196,completed,2013-10-12 00:00:00
146014,NC,Books,highest poverty,261,completed,2009-08-01 00:00:00
863221,MD,Supplies,highest poverty,514,completed,2015-07-19 00:00:00
349587,MA,Supplies,highest poverty,478,completed,2011-10-26 00:00:00
333368,PA,Books,highest poverty,535,completed,2011-09-09 00:00:00
53082,NY,Books,highest poverty,980,completed,2007-10-02 00:00:00
503292,TX,Books,highest poverty,382,completed,2013-02-23 00:00:00
705543,CA,Technology,high poverty,150,expired,2014-08-24 00:00:00
741365,MN,Supplies,highest poverty,0,expired,2014-09-21 00:00:00
611419,TX,Other,high poverty,70,expired,2013-12-04 00:00:00
534632,NC,Other,highest poverty,0,expired,2013-07-14 00:00:00
711494,TX,Technology,highest poverty,185,completed,2014-08-29 00:00:00
686539,CA,Supplies,low poverty,350,completed,2014-07-29 00:00:00
570514,AK,Technology,high poverty,855,completed,2013-09-23 00:00:00
783435,NY,Technology,highest poverty,0,expired,2014-12-09 00:00:00
510958,CA,Books,high poverty,867,completed,2013-03-27 00:00:00
3186,NC,Books,high poverty,479,completed,2004-03-12 00:00:00
497896,TX,Technology,highest poverty,467,completed,2013-02-07 00:00:00
840619,MN,Technology,moderate poverty,7,live,2015-05-09 00:00:00
398118,CA,Books,highest poverty,335,completed,2012-03-02 00:00:00
429306,NY,Technology,high poverty,693,completed,2012-08-01 00:00:00
629187,CA,Technology,high poverty,1074,completed,2014-01-31 00:00:00
233388,IL,Technology,moderate poverty,234,completed,2010-09-22 00:00:00
326406,MO,Books,high poverty,300,completed,2011-08-21 00:00:00
350162,SC,Books,moderate poverty,220,completed,2011-10-29 00:00:00
698511,FL,Supplies,highest poverty,163,completed,2014-08-18 00:00:00
104558,CA,Technology,highest poverty,582,completed,2008-10-06 00:00:00
231923,MO,Technology,high poverty,826,completed,2010-09-19 00:00:00
570413,AR,Supplies,high poverty,856,completed,2013-09-23 00:00:00
223502,TX,Technology,high poverty,0,expired,2010-09-01 00:00:00
147002,CA,Technology,highest poverty,503,completed,2009-08-09 00:00:00
237011,NJ,Books,highest poverty,291,completed,2010-09-30 00:00:00
225425,OH,Technology,moderate poverty,551,completed,2010-09-05 00:00:00
198991,MS,Technology,highest poverty,30,expired,2010-04-17 00:00:00
107476,SC,Technology,highest poverty,268,completed,2008-10-25 00:00:00
154416,AZ,Supplies,moderate poverty,576,completed,2009-09-03 00:00:00
109496,CA,Books,high poverty,171,completed,2008-11-10 00:00:00
772271,CA,Trips,highest poverty,778,completed,2014-11-10 00:00:00
131892,KY,Supplies,high poverty,175,expired,2009-04-10 00:00:00
197598,CA,Technology,moderate poverty,396,completed,2010-04-06 00:00:00
512441,CA,Supplies,high poverty,1607,completed,2013-04-03 00:00:00
735393,NY,Technology,moderate poverty,444,completed,2014-09-17 00:00:00
510574,ND,Supplies,highest poverty,42,expired,2013-03-24 00:00:00
712742,UT,Other,highest poverty,0,expired,2014-08-30 00:00:00
665519,NH,Other,low poverty,448,completed,2014-05-18 00:00:00
17981,NY,Other,highest poverty,196,completed,2006-02-21 00:00:00
144066,NY,Technology,moderate poverty,170,completed,2009-07-14 00:00:00
215963,LA,Books,high poverty,644,completed,2010-08-08 00:00:00
820291,CA,Technology,moderate poverty,245,completed,2015-03-12 00:00:00
460144,TN,Technology,highest poverty,255,completed,2012-10-13 00:00:00
157523,AR,Supplies,high poverty,616,completed,2009-09-15 00:00:00
582022,CO,Technology,highest poverty,0,expired,2013-10-12 00:00:00
823699,OR,Trips,highest poverty,1208,completed,2015-03-20 00:00:00
225428,NY,Technology,moderate poverty,253,completed,2010-09-05 00:00:00
503120,CA,Supplies,high poverty,221,completed,2013-02-22 00:00:00
540331,KY,Other,highest poverty,369,completed,2013-08-03 00:00:00
34696,SC,Books,highest poverty,0,expired,2006-11-28 00:00:00
834068,MO,Supplies,highest poverty,815,completed,2015-04-17 00:00:00
699883,UT,Books,highest poverty,500,completed,2014-08-20 00:00:00
653410,IL,Books,highest poverty,0,expired,2014-04-04 00:00:00
822012,NH,Trips,moderate poverty,327,completed,2015-03-15 00:00:00
834744,NY,Technology,highest poverty,7,expired,2015-04-19 00:00:00
505486,NY,Supplies,highest poverty,0,expired,2013-03-03 00:00:00
305241,CA,Books,highest poverty,556,completed,2011-05-04 00:00:00
429404,CA,Supplies,highest poverty,0,expired,2012-08-02 00:00:00
283015,IL,Books,highest poverty,319,completed,2011-02-20 00:00:00
34115,TX,Supplies,highest poverty,305,completed,2006-11-19 00:00:00
403913,IL,Technology,moderate poverty,205,expired,2012-03-17 00:00:00
689589,KY,Supplies,highest poverty,25,expired,2014-08-05 00:00:00
255740,CA,Technology,highest poverty,354,completed,2010-12-05 00:00:00
660548,PA,Supplies,moderate poverty,147,completed,2014-05-01 00:00:00
205991,KS,Supplies,high poverty,25,expired,2010-06-01 00:00:00
400082,WA,Supplies,highest poverty,0,expired,2012-03-08 00:00:00
66910,OK,Technology,highest poverty,0,expired,2007-12-18 00:00:00
208298,CA,Books,high poverty,683,completed,2010-06-23 00:00:00
445801,NY,Technology,highest poverty,572,completed,2012-09-12 00:00:00
57784,IN,Books,highest poverty,198,completed,2007-11-01 00:00:00
198980,IA,Supplies,high poverty,666,completed,2010-04-17 00:00:00
426070,NY,Supplies,highest poverty,522,completed,2012-07-20 00:00:00
227309,CA,Technology,moderate poverty,2469,completed,2010-09-09 00:00:00
743040,NV,Technology,highest poverty,1041,completed,2014-09-24 00:00:00
591032,TX,Other,high poverty,815,completed,2013-10-27 00:00:00
518628,NJ,Technology,high poverty,400,completed,2013-05-05 00:00:00
426880,KY,Supplies,highest poverty,240,completed,2012-07-24 00:00:00
62777,CA,Technology,highest poverty,1145,completed,2007-11-26 00:00:00
310687,TX,Other,moderate poverty,53,expired,2011-06-11 00:00:00
238718,CA,Books,highest poverty,194,completed,2010-10-04 00:00:00
688676,FL,Books,highest poverty,278,completed,2014-08-03 00:00:00
531214,TX,Supplies,highest poverty,524,completed,2013-07-01 00:00:00
757292,ID,Technology,highest poverty,906,completed,2014-10-14 00:00:00
723618,MI,Technology,highest poverty,512,completed,2014-09-06 00:00:00
197877,KY,Other,moderate poverty,0,expired,2010-04-08 00:00:00
664964,TN,Technology,highest poverty,213,completed,2014-05-16 00:00:00
279763,TN,Books,high poverty,428,completed,2011-02-11 00:00:00
454000,CA,Books,highest poverty,506,completed,2012-09-30 00:00:00
688096,TX,Technology,highest poverty,275,expired,2014-08-01 00:00:00
743595,FL,Technology,moderate poverty,221,completed,2014-09-24 00:00:00
779024,CT,Technology,highest poverty,144,completed,2014-11-28 00:00:00
106389,NC,Technology,highest poverty,480,completed,2008-10-19 00:00:00
261525,NV,Other,highest poverty,618,completed,2010-12-19 00:00:00
12383,SC,Books,high poverty,0,expired,2005-09-07 00:00:00
573260,MN,Supplies,moderate poverty,249,completed,2013-09-28 00:00:00
531139,NV,Books,high poverty,0,expired,2013-06-29 00:00:00
343324,CA,Supplies,high poverty,975,completed,2011-10-05 00:00:00
542132,MA,Technology,low poverty,25,expired,2013-08-07 00:00:00
527958,CA,Technology,highest poverty,0,expired,2013-06-18 00:00:00
96372,NY,Technology,highest poverty,25,expired,2008-08-14 00:00:00
817650,CA,Books,moderate poverty,305,completed,2015-03-04 00:00:00
878069,IL,Supplies,highest poverty,0,live,2015-08-16 00:00:00
455268,GA,Books,moderate poverty,274,completed,2012-10-04 00:00:00
311180,NV,Supplies,high poverty,893,completed,2011-06-15 00:00:00
715976,CA,Trips,moderate poverty,711,completed,2014-09-02 00:00:00
403019,NJ,Books,high poverty,10,expired,2012-03-16 00:00:00
43336,LA,Books,highest poverty,125,expired,2007-05-03 00:00:00
169782,CT,Supplies,highest poverty,538,completed,2009-10-29 00:00:00
413574,FL,Books,highest poverty,5,expired,2012-05-06 00:00:00
386878,CA,Technology,high poverty,0,expired,2012-02-02 00:00:00
818665,CA,Supplies,highest poverty,504,completed,2015-03-08 00:00:00
770413,KY,Technology,highest poverty,0,expired,2014-11-08 00:00:00
560558,CA,Other,moderate poverty,1059,completed,2013-09-08 00:00:00
190425,MO,Technology,highest poverty,0,expired,2010-02-26 00:00:00
217526,HI,Supplies,high poverty,120,expired,2010-08-13 00:00:00
813328,NY,Trips,high poverty,2130,completed,2015-02-23 00:00:00
248063,NC,Books,highest poverty,436,completed,2010-10-31 00:00:00
626787,PA,Other,highest poverty,190,completed,2014-01-23 00:00:00
687948,IA,Supplies,high poverty,0,expired,2014-07-31 00:00:00
25107,NY,Trips,high poverty,357,completed,2006-08-11 00:00:00
401200,IN,Technology,highest poverty,500,completed,2012-03-10 00:00:00
275427,CA,Technology,highest poverty,15,expired,2011-01-29 00:00:00
157201,OK,Technology,highest poverty,519,completed,2009-09-14 00:00:00
647645,MI,Technology,high poverty,2452,completed,2014-03-19 00:00:00
158894,MO,Technology,high poverty,0,expired,2009-09-19 00:00:00
460526,WV,Other,moderate poverty,438,completed,2012-10-14 00:00:00
764289,MD,Supplies,high poverty,250,expired,2014-10-25 00:00:00
487214,NY,Books,highest poverty,512,completed,2012-12-27 00:00:00
852975,CA,Technology,highest poverty,441,completed,2015-06-14 00:00:00
780986,VA,Supplies,high poverty,387,completed,2014-12-05 00:00:00
240144,TX,Supplies,high poverty,65,expired,2010-10-08 00:00:00
607726,KY,Technology,high poverty,50,expired,2013-11-25 00:00:00
330494,MO,Supplies,moderate poverty,504,completed,2011-08-31 00:00:00
559320,MD,Books,highest poverty,378,completed,2013-09-06 00:00:00
402978,MI,Technology,moderate poverty,1056,completed,2012-03-15 00:00:00
814774,NY,Technology,highest poverty,319,completed,2015-02-26 00:00:00
292861,FL,Technology,moderate poverty,1144,completed,2011-03-26 00:00:00
571166,ID,Technology,high poverty,310,expired,2013-09-25 00:00:00
326685,FL,Technology,high poverty,644,completed,2011-08-21 00:00:00
689678,FL,Supplies,highest poverty,227,completed,2014-08-05 00:00:00
452689,IN,Other,highest poverty,222,completed,2012-09-30 00:00:00
771260,CA,Technology,high poverty,236,expired,2014-11-09 00:00:00
145516,OH,Books,high poverty,378,reallocated,2009-07-29 00:00:00
423623,IN,Other,highest poverty,0,expired,2012-07-07 00:00:00
76115,LA,Books,highest poverty,0,expired,2008-02-15 00:00:00
438979,CA,Technology,highest poverty,0,expired,2012-09-01 00:00:00
853474,MT,Supplies,moderate poverty,0,live,2015-06-15 00:00:00
357263,NY,Supplies,highest poverty,177,completed,2011-11-25 00:00:00
51230,NY,Books,highest poverty,380,completed,2007-09-16 00:00:00
463286,TX,Other,highest poverty,422,completed,2012-10-17 00:00:00
502357,MI,Books,highest poverty,221,completed,2013-02-17 00:00:00
515533,NY,Technology,high poverty,85,expired,2013-04-16 00:00:00
753201,VA,Supplies,highest poverty,293,completed,2014-10-07 00:00:00
243392,AZ,Supplies,low poverty,90,expired,2010-10-16 00:00:00
739969,WA,Supplies,moderate poverty,388,completed,2014-09-21 00:00:00
626836,MA,Books,highest poverty,146,completed,2014-01-23 00:00:00
245456,CA,Supplies,high poverty,744,completed,2010-10-23 00:00:00
673057,WA,Books,high poverty,130,expired,2014-06-18 00:00:00
370634,AL,Books,highest poverty,0,expired,2012-01-01 00:00:00
679287,TX,Books,highest poverty,0,expired,2014-07-10 00:00:00
328325,MN,Technology,moderate poverty,0,expired,2011-08-26 00:00:00
380344,UT,Technology,highest poverty,509,completed,2012-01-22 00:00:00
598198,OK,Supplies,highest poverty,0,expired,2013-11-08 00:00:00
627645,FL,Supplies,highest poverty,0,expired,2014-01-26 00:00:00
97236,IL,Supplies,highest poverty,18,expired,2008-08-21 00:00:00
511487,CA,Technology,high poverty,0,expired,2013-03-30 00:00:00
315377,NY,Supplies,highest poverty,50,expired,2011-07-10 00:00:00
649821,TX,Supplies,highest poverty,715,completed,2014-03-24 00:00:00
355967,NC,Supplies,moderate poverty,0,expired,2011-11-20 00:00:00
789374,OR,Technology,high poverty,25,expired,2014-12-30 00:00:00
211791,VA,Technology,low poverty,754,completed,2010-07-19 00:00:00
686585,AR,Technology,highest poverty,0,expired,2014-07-29 00:00:00
222492,CA,Other,low poverty,625,completed,2010-08-31 00:00:00
686312,TN,Supplies,high poverty,402,completed,2014-07-28 00:00:00
420740,CA,Technology,highest poverty,0,expired,2012-06-20 00:00:00
173172,TX,Books,highest poverty,496,completed,2009-11-19 00:00:00
218125,OK,Technology,highest poverty,561,completed,2010-08-15 00:00:00
836670,VA,Other,highest poverty,355,live,2015-04-26 00:00:00
106591,WV,Technology,high poverty,10,expired,2008-10-19 00:00:00
394548,NY,Books,highest poverty,1076,completed,2012-02-18 00:00:00
635088,NY,Books,highest poverty,810,completed,2014-02-15 00:00:00
643218,NM,Other,high poverty,456,completed,2014-03-08 00:00:00
401547,CA,Technology,highest poverty,722,completed,2012-03-11 00:00:00
459135,GA,Trips,highest poverty,799,completed,2012-10-10 00:00:00
732304,HI,Other,highest poverty,1416,completed,2014-09-14 00:00:00
541648,NC,Technology,highest poverty,10,expired,2013-08-06 00:00:00
41107,NY,Trips,highest poverty,205,reallocated,2007-03-14 00:00:00
427863,TX,Supplies,highest poverty,0,expired,2012-07-28 00:00:00
213659,FL,Books,highest poverty,389,completed,2010-07-30 00:00:00
27790,IL,Supplies,highest poverty,340,completed,2006-09-07 00:00:00
718527,CA,Technology,moderate poverty,398,completed,2014-09-04 00:00:00
850779,IL,Supplies,moderate poverty,0,expired,2015-06-06 00:00:00
795158,WA,Other,high poverty,188,completed,2015-01-17 00:00:00
470735,ME,Technology,high poverty,0,expired,2012-11-04 00:00:00
179721,NY,Books,highest poverty,182,completed,2009-12-31 00:00:00
621997,AZ,Technology,highest poverty,602,completed,2014-01-10 00:00:00
628588,NV,Other,highest poverty,0,expired,2014-01-29 00:00:00
474402,CA,Technology,highest poverty,925,completed,2012-11-17 00:00:00
538155,VT,Supplies,moderate poverty,120,expired,2013-07-27 00:00:00
845258,CA,Books,high poverty,177,completed,2015-05-20 00:00:00
711799,MA,Supplies,highest poverty,1792,completed,2014-08-29 00:00:00
493993,NY,Technology,high poverty,527,completed,2013-01-24 00:00:00
334222,IL,Technology,highest poverty,393,completed,2011-09-11 00:00:00
300026,WI,Books,highest poverty,507,completed,2011-04-11 00:00:00
725963,GA,Supplies,highest poverty,227,completed,2014-09-07 00:00:00
7597,CA,Supplies,moderate poverty,478,completed,2005-02-02 00:00:00
681198,IL,Supplies,highest poverty,953,completed,2014-07-17 00:00:00
139586,NJ,Books,highest poverty,200,expired,2009-05-31 00:00:00
160902,MI,Technology,highest poverty,439,completed,2009-09-25 00:00:00
567412,VA,Supplies,highest poverty,962,completed,2013-09-18 00:00:00
277216,CA,Supplies,highest poverty,548,completed,2011-02-02 00:00:00
831646,AL,Other,moderate poverty,179,completed,2015-04-07 00:00:00
522801,NM,Supplies,highest poverty,512,completed,2013-05-23 00:00:00
111949,NY,Technology,highest poverty,125,expired,2008-11-29 00:00:00
349915,NV,Books,high poverty,548,completed,2011-10-28 00:00:00
336277,RI,Supplies,highest poverty,912,completed,2011-09-18 00:00:00
864305,OK,Other,high poverty,260,live,2015-07-22 00:00:00
865065,DC,Other,highest poverty,496,completed,2015-07-24 00:00:00
310511,NC,Books,highest poverty,100,expired,2011-06-11 00:00:00
59778,TX,Books,highest poverty,100,expired,2007-11-07 00:00:00
21295,NC,Technology,highest poverty,0,expired,2006-04-28 00:00:00
51981,NY,Technology,highest poverty,25,expired,2007-09-22 00:00:00
591105,TX,Technology,highest poverty,50,expired,2013-10-27 00:00:00
229469,GA,Books,highest poverty,190,completed,2010-09-15 00:00:00
256684,CA,Books,moderate poverty,514,completed,2010-12-07 00:00:00
556554,NY,Trips,moderate poverty,353,completed,2013-09-03 00:00:00
118075,NC,Supplies,high poverty,0,expired,2009-01-14 00:00:00
70934,NY,Supplies,highest poverty,211,expired,2008-01-19 00:00:00
248657,NC,Other,highest poverty,514,completed,2010-11-03 00:00:00
569669,TX,Technology,high poverty,225,expired,2013-09-22 00:00:00
717980,NY,Technology,high poverty,777,completed,2014-09-04 00:00:00
640386,NJ,Technology,highest poverty,365,expired,2014-03-01 00:00:00
433905,WA,Other,highest poverty,373,completed,2012-08-18 00:00:00
849249,VA,Technology,high poverty,0,live,2015-06-01 00:00:00
172656,MD,Books,highest poverty,351,completed,2009-11-16 00:00:00
203778,NY,Technology,highest poverty,356,completed,2010-05-15 00:00:00
38536,IL,Technology,highest poverty,0,expired,2007-02-01 00:00:00
479019,CA,Technology,highest poverty,0,expired,2012-12-01 00:00:00
461207,GA,Technology,highest poverty,0,expired,2012-10-14 00:00:00
660484,NY,Technology,highest poverty,730,completed,2014-05-01 00:00:00
565996,SC,Technology,highest poverty,0,expired,2013-09-16 00:00:00
618695,FL,Other,highest poverty,110,expired,2013-12-29 00:00:00
134783,OR,Supplies,highest poverty,274,completed,2009-05-04 00:00:00
223304,TX,Technology,highest poverty,495,completed,2010-09-01 00:00:00
387886,NY,Technology,high poverty,820,completed,2012-02-04 00:00:00
192225,PA,Books,highest poverty,541,completed,2010-03-07 00:00:00
640362,OK,Technology,moderate poverty,449,completed,2014-03-01 00:00:00
35866,NY,Books,highest poverty,518,completed,2006-12-13 00:00:00
792980,NV,Technology,highest poverty,305,completed,2015-01-12 00:00:00
38690,NY,Supplies,highest poverty,0,reallocated,2007-02-02 00:00:00
670218,AZ,Technology,moderate poverty,3368,completed,2014-06-08 00:00:00
63129,OK,Books,highest poverty,695,completed,2007-11-27 00:00:00
465687,OR,Supplies,moderate poverty,518,completed,2012-10-22 00:00:00
507186,IL,Books,highest poverty,867,completed,2013-03-09 00:00:00
411239,AK,Books,highest poverty,893,completed,2012-04-21 00:00:00
563597,NC,Technology,highest poverty,612,completed,2013-09-13 00:00:00
33379,AL,Supplies,highest poverty,0,expired,2006-11-10 00:00:00
134264,OK,Other,highest poverty,708,completed,2009-05-02 00:00:00
303182,CA,Other,high poverty,95,expired,2011-04-20 00:00:00
85238,PA,Supplies,high poverty,0,expired,2008-04-14 00:00:00
155018,AR,Supplies,highest poverty,569,completed,2009-09-06 00:00:00
120027,CA,Supplies,high poverty,541,completed,2009-01-27 00:00:00
808778,OK,Books,highest poverty,874,completed,2015-02-14 00:00:00
68175,TX,Supplies,highest poverty,198,completed,2008-01-01 00:00:00
581145,TN,Books,highest poverty,0,expired,2013-10-10 00:00:00
603219,NY,Technology,highest poverty,250,reallocated,2013-11-15 00:00:00
502032,VA,Books,high poverty,468,completed,2013-02-16 00:00:00
89617,NY,Supplies,highest poverty,25,expired,2008-06-02 00:00:00
373551,CA,Technology,highest poverty,443,completed,2012-01-10 00:00:00
640148,CA,Books,highest poverty,89,expired,2014-03-01 00:00:00
345576,CA,Other,high poverty,256,completed,2011-10-11 00:00:00
697531,CT,Other,highest poverty,564,completed,2014-08-17 00:00:00
455390,NV,Technology,highest poverty,473,completed,2012-10-05 00:00:00
870717,SC,Technology,high poverty,0,live,2015-08-02 00:00:00
119657,OK,Supplies,high poverty,313,completed,2009-01-25 00:00:00
189776,IN,Technology,highest poverty,379,completed,2010-02-23 00:00:00
802084,NY,Other,highest poverty,50,expired,2015-01-29 00:00:00
692755,NV,Technology,high poverty,1370,completed,2014-08-11 00:00:00
349661,GA,Supplies,highest poverty,323,completed,2011-10-27 00:00:00
118443,NY,Books,highest poverty,256,completed,2009-01-17 00:00:00
350116,UT,Technology,highest poverty,524,completed,2011-10-29 00:00:00
851518,FL,Supplies,highest poverty,247,live,2015-06-08 00:00:00
564311,HI,Books,high poverty,223,completed,2013-09-14 00:00:00
622656,MO,Supplies,high poverty,353,completed,2014-01-11 00:00:00
93043,CA,Other,highest poverty,150,expired,2008-07-20 00:00:00
183640,NY,Supplies,highest poverty,144,completed,2010-01-21 00:00:00
203551,TX,Technology,highest poverty,0,expired,2010-05-13 00:00:00
536154,DC,Technology,highest poverty,341,completed,2013-07-20 00:00:00
473445,CA,Technology,moderate poverty,570,completed,2012-11-12 00:00:00
713666,WI,Supplies,highest poverty,344,completed,2014-08-31 00:00:00
228337,NY,Technology,highest poverty,723,reallocated,2010-09-12 00:00:00
666046,CO,Other,high poverty,184,completed,2014-05-20 00:00:00
228928,IL,Books,high poverty,376,completed,2010-09-14 00:00:00
385687,CA,Technology,highest poverty,25,expired,2012-02-01 00:00:00
365409,CA,Technology,moderate poverty,362,completed,2011-12-12 00:00:00
115240,TX,Supplies,highest poverty,502,completed,2008-12-21 00:00:00
153980,TX,Technology,highest poverty,0,expired,2009-09-02 00:00:00
15511,NC,Other,high poverty,0,expired,2005-12-08 00:00:00
728804,TX,Technology,highest poverty,1593,completed,2014-09-12 00:00:00
571060,CA,Technology,highest poverty,1793,completed,2013-09-24 00:00:00
357081,NY,Supplies,highest poverty,552,completed,2011-11-24 00:00:00
344161,NC,Technology,highest poverty,181,completed,2011-10-07 00:00:00
55791,NY,Supplies,highest poverty,364,completed,2007-10-24 00:00:00
424835,NY,Supplies,highest poverty,288,completed,2012-07-14 00:00:00
500897,RI,Supplies,highest poverty,165,expired,2013-02-14 00:00:00
501584,DC,Technology,highest poverty,176,completed,2013-02-16 00:00:00
85673,NY,Technology,highest poverty,0,expired,2008-04-16 00:00:00
672834,OK,Supplies,highest poverty,358,completed,2014-06-17 00:00:00
621432,NY,Technology,highest poverty,562,completed,2014-01-07 00:00:00
62572,NY,Technology,highest poverty,70,expired,2007-11-24 00:00:00
65398,CA,Other,highest poverty,0,expired,2007-12-12 00:00:00
179523,CA,Technology,moderate poverty,459,completed,2009-12-30 00:00:00
606363,NY,Technology,highest poverty,368,completed,2013-11-21 00:00:00
239383,CA,Supplies,highest poverty,231,completed,2010-10-06 00:00:00
309945,TX,Technology,high poverty,204,completed,2011-06-05 00:00:00
228864,CA,Other,highest poverty,275,completed,2010-09-13 00:00:00
206721,NY,Supplies,highest poverty,544,completed,2010-06-07 00:00:00
816644,CA,Supplies,high poverty,1556,completed,2015-03-02 00:00:00
574566,FL,Books,highest poverty,0,expired,2013-09-30 00:00:00
704990,IL,Technology,highest poverty,952,completed,2014-08-24 00:00:00
868828,NY,Books,highest poverty,25,live,2015-07-31 00:00:00
499705,CA,Technology,moderate poverty,317,completed,2013-02-11 00:00:00
584712,OH,Supplies,high poverty,360,completed,2013-10-16 00:00:00
794624,OR,Books,highest poverty,252,completed,2015-01-16 00:00:00
420030,DE,Technology,moderate poverty,396,completed,2012-06-16 00:00:00
671401,TX,Technology,highest poverty,531,completed,2014-06-13 00:00:00
532828,CO,Supplies,highest poverty,327,completed,2013-07-07 00:00:00
515476,MD,Supplies,highest poverty,20,expired,2013-04-16 00:00:00
578769,FL,Technology,highest poverty,1996,completed,2013-10-06 00:00:00
119836,NV,Other,highest poverty,508,completed,2009-01-26 00:00:00
333481,PA,Books,moderate poverty,130,expired,2011-09-09 00:00:00
381369,MO,Other,highest poverty,448,completed,2012-01-26 00:00:00
681778,IN,Supplies,moderate poverty,449,completed,2014-07-20 00:00:00
656678,MN,Technology,high poverty,632,completed,2014-04-15 00:00:00
805784,CA,Trips,high poverty,979,completed,2015-02-07 00:00:00
177267,TN,Technology,highest poverty,552,completed,2009-12-17 00:00:00
282122,TX,Supplies,highest poverty,428,completed,2011-02-17 00:00:00
658277,OH,Books,low poverty,222,completed,2014-04-22 00:00:00
623074,GA,Technology,highest poverty,808,completed,2014-01-12 00:00:00
278552,NY,Technology,highest poverty,198,completed,2011-02-06 00:00:00
103254,NY,Books,highest poverty,549,completed,2008-09-28 00:00:00
28310,NY,Technology,highest poverty,664,completed,2006-09-11 00:00:00
713904,DE,Other,moderate poverty,285,completed,2014-08-31 00:00:00
817628,TX,Books,moderate poverty,413,completed,2015-03-04 00:00:00
352943,OR,Technology,moderate poverty,0,expired,2011-11-10 00:00:00
873707,CA,Supplies,moderate poverty,55,live,2015-08-07 00:00:00
199641,OK,Supplies,high poverty,268,completed,2010-04-19 00:00:00
551538,MN,Technology,highest poverty,184,completed,2013-08-25 00:00:00
663626,WA,Supplies,moderate poverty,0,expired,2014-05-10 00:00:00
60334,VA,Technology,high poverty,550,completed,2007-11-10 00:00:00
299243,ME,Supplies,moderate poverty,0,expired,2011-04-09 00:00:00
74509,NY,Technology,highest poverty,0,expired,2008-02-05 00:00:00
98131,MS,Technology,highest poverty,235,completed,2008-08-27 00:00:00
45732,NC,Supplies,highest poverty,424,completed,2007-07-09 00:00:00
264337,NC,Supplies,highest poverty,0,expired,2010-12-26 00:00:00
128248,CA,Supplies,highest poverty,595,completed,2009-03-15 00:00:00
259200,OR,Books,moderate poverty,397,completed,2010-12-12 00:00:00
525819,MN,Books,highest poverty,485,completed,2013-06-06 00:00:00
98943,PA,Supplies,high poverty,244,completed,2008-09-03 00:00:00
95135,TX,Supplies,highest poverty,0,expired,2008-08-04 00:00:00
636835,WA,Books,high poverty,0,expired,2014-02-21 00:00:00
27598,TX,Supplies,highest poverty,347,completed,2006-09-06 00:00:00
608691,MO,Technology,high poverty,423,completed,2013-11-27 00:00:00
48954,NY,Supplies,highest poverty,191,completed,2007-08-24 00:00:00
658795,UT,Books,high poverty,554,completed,2014-04-25 00:00:00
602095,FL,Technology,high poverty,3157,completed,2013-11-14 00:00:00
425790,NY,Supplies,highest poverty,446,completed,2012-07-18 00:00:00
130668,DC,Supplies,moderate poverty,429,completed,2009-03-31 00:00:00
810136,CA,Books,highest poverty,590,completed,2015-02-15 00:00:00
128429,NC,Technology,highest poverty,176,completed,2009-03-15 00:00:00
395748,CA,Books,highest poverty,355,completed,2012-02-20 00:00:00
446491,CA,Technology,highest poverty,0,expired,2012-09-15 00:00:00
856129,MI,Technology,highest poverty,0,live,2015-06-24 00:00:00
389671,MD,Supplies,moderate poverty,502,completed,2012-02-07 00:00:00
812618,CA,Technology,moderate poverty,357,completed,2015-02-21 00:00:00
162236,TN,Technology,highest poverty,1098,completed,2009-09-29 00:00:00
649591,TX,Books,highest poverty,334,completed,2014-03-23 00:00:00
46336,IL,Supplies,highest poverty,188,completed,2007-07-20 00:00:00
200341,CA,Supplies,moderate poverty,406,completed,2010-04-24 00:00:00
702453,WI,Supplies,high poverty,0,expired,2014-08-22 00:00:00
2343,NY,Supplies,highest poverty,100,completed,2003-11-21 00:00:00
132249,CT,Supplies,high poverty,0,expired,2009-04-12 00:00:00
318190,NC,Books,high poverty,0,expired,2011-07-25 00:00:00
247148,TX,Supplies,high poverty,506,completed,2010-10-27 00:00:00
84194,ME,Books,high poverty,811,completed,2008-04-07 00:00:00
270735,IL,Books,highest poverty,319,completed,2011-01-16 00:00:00
647484,ME,Technology,highest poverty,731,completed,2014-03-18 00:00:00
