token,total_count,ratio
singers,4.0,1.0
singing,6.0,2.0
single,59.0,3.2142857142857144
singles,3.0,2.0
singleton,3.0,2.0
sink,4.0,0.3333333333333333
sinker,3.0,2.0
sinking,4.0,3.0
sinks,4.0,3.0
sinner,3.0,2.0
sinsr,3.0,2.0
sip,8.0,1.6666666666666667
siphon,3.0,2.0
sipped,4.0,3.0
sipping,5.0,4.0
sir,4.0,3.0
sirloin,9.0,8.0
sissies,3.0,2.0
sissys,3.0,2.0
sister,35.0,3.375
sit,100.0,4.0
site,18.0,2.6
sites,6.0,2.0
sits,5.0,0.6666666666666666
sitter,5.0,4.0
sitting,71.0,3.7333333333333334
situated,6.0,5.0
situation,23.0,1.0909090909090908
sivananda,3.0,2.0
six,26.0,4.2
sixteen,3.0,2.0
sixth,6.0,5.0
sixty,5.0,4.0
sizable,5.0,4.0
size,81.0,4.785714285714286
sized,34.0,5.8
sizes,17.0,7.5
sizing,3.0,0.5
sizzle,4.0,3.0
sizzler,3.0,2.0
sizzling,7.0,6.0
skarderud,3.0,2.0
skate,4.0,3.0
skateboarding,3.0,2.0
skating,4.0,3.0
skeptic,3.0,2.0
skeptical,10.0,9.0
skepticism,3.0,2.0
sketchbook,3.0,0.5
sketchy,5.0,4.0
skewed,4.0,1.0
skewer,3.0,2.0
skewers,5.0,4.0
ski,3.0,2.0
skill,3.0,2.0
skilled,5.0,4.0
skillet,10.0,1.5
skillets,3.0,2.0
skillfully,3.0,2.0
skills,12.0,3.0
skim,3.0,2.0
skimp,6.0,5.0
skimpy,4.0,1.0
skin,21.0,6.0
skinny,9.0,2.0
skins,9.0,0.2857142857142857
skip,17.0,0.7
skipped,6.0,1.0
skipping,6.0,1.0
skirt,9.0,3.5
skirts,4.0,3.0
skits,3.0,2.0
skull,3.0,2.0
sky,13.0,5.5
skylights,3.0,2.0
skyline,3.0,2.0
slab,3.0,2.0
slacks,4.0,1.0
slam,5.0,0.6666666666666666
slammed,8.0,1.0
slander,3.0,0.5
slang,3.0,0.5
slanged,3.0,2.0
slant,3.0,0.5
slap,5.0,0.6666666666666666
slapped,4.0,1.0
slaps,3.0,0.5
slash,3.0,2.0
slated,3.0,2.0
slather,4.0,3.0
slathered,4.0,3.0
slave,3.0,0.5
slaw,17.0,16.0
sleazer,3.0,2.0
sleek,7.0,6.0
sleep,8.0,1.6666666666666667
sleeping,4.0,1.0
sleepy,4.0,3.0
sleeve,5.0,1.5
sleeved,3.0,0.5
sleeves,3.0,0.5
slept,4.0,3.0
slew,3.0,0.5
slice,45.0,2.2142857142857144
sliced,31.0,4.166666666666667
slices,39.0,2.5454545454545454
slicing,4.0,1.0
slicker,3.0,2.0
slide,5.0,1.5
slider,10.0,4.0
sliders,21.0,20.0
sliding,3.0,2.0
slight,9.0,8.0
slighted,4.0,1.0
slightest,4.0,0.3333333333333333
slightly,43.0,4.375
slim,3.0,2.0
slimmed,3.0,2.0
slimming,3.0,2.0
slimy,3.0,0.5
slingers,3.0,2.0
slip,4.0,0.3333333333333333
slipped,3.0,0.5
slippers,3.0,2.0
slippery,3.0,2.0
sliver,5.0,0.6666666666666666
slivers,3.0,0.5
sllluuuurrrpp,3.0,2.0
slogan,3.0,2.0
slop,3.0,0.5
slope,4.0,3.0
slopped,3.0,0.5
sloppy,4.0,0.3333333333333333
slot,3.0,2.0
slotted,3.0,0.5
slow,44.0,1.0952380952380953
slowed,4.0,1.0
slowest,3.0,0.5
slowing,3.0,0.5
slowly,8.0,1.6666666666666667
slurpers,3.0,0.5
slurping,3.0,2.0
slurs,4.0,0.3333333333333333
slushies,3.0,0.5
sm,3.0,2.0
smack,6.0,5.0
smacking,3.0,2.0
smacks,3.0,2.0
small,205.0,4.256410256410256
smaller,31.0,6.75
smallest,6.0,0.2
smallish,4.0,3.0
smalll,3.0,2.0
smancy,3.0,2.0
smart,10.0,2.3333333333333335
smarts,3.0,0.5
smash,6.0,5.0
smashboxx,3.0,2.0
smashburger,3.0,2.0
smashed,7.0,6.0
smashing,3.0,2.0
smattering,4.0,3.0
smc,3.0,2.0
smear,3.0,0.5
smeared,4.0,1.0
smearing,3.0,0.5
smeeks,6.0,5.0
smell,35.0,2.1818181818181817
smelled,11.0,1.2
smelling,10.0,9.0
smells,13.0,5.5
smelly,3.0,0.5
smile,25.0,4.0
smiled,6.0,1.0
smiles,9.0,1.25
smiley,5.0,4.0
smiling,6.0,5.0
smith,3.0,2.0
smoke,14.0,2.5
smoked,31.0,6.75
smokehouse,3.0,2.0
smokers,4.0,3.0
smokes,4.0,3.0
smokey,3.0,2.0
smokin,3.0,2.0
smoking,5.0,4.0
smoky,9.0,8.0
smooshy,3.0,2.0
smooth,21.0,9.5
smoother,3.0,2.0
smoothie,10.0,9.0
smoothies,8.0,3.0
smoothly,6.0,5.0
smore,3.0,2.0
smores,4.0,3.0
smother,3.0,2.0
smothered,9.0,2.0
smucker,3.0,2.0
snaaz,3.0,2.0
snack,7.0,6.0
snacking,4.0,3.0
snacks,12.0,11.0
snag,3.0,2.0
snagged,5.0,4.0
snagging,3.0,2.0
snails,5.0,0.25
snakes,3.0,2.0
snap,5.0,4.0
snapped,5.0,1.5
snapper,4.0,3.0
snappy,3.0,2.0
snaps,3.0,0.5
snarfed,3.0,2.0
snarking,3.0,0.5
snarl,3.0,0.5
snatched,4.0,3.0
sneak,6.0,1.0
sneaker,4.0,3.0
sneakers,5.0,4.0
sneaks,3.0,0.5
sneaky,3.0,0.5
sneeze,4.0,1.0
sneezed,3.0,2.0
snicker,5.0,4.0
snickerdoodle,7.0,2.5
snickered,4.0,0.3333333333333333
snickers,4.0,0.3333333333333333
sniff,3.0,2.0
sniffed,3.0,0.5
sniffling,3.0,2.0
sniffster,3.0,2.0
snikerdoodle,3.0,2.0
snob,8.0,3.0
snobbery,4.0,1.0
snobbish,3.0,0.5
snobbsdale,3.0,2.0
snobby,5.0,4.0
snobs,3.0,2.0
snoooty,3.0,2.0
snooty,7.0,0.75
snorting,3.0,2.0
snottily,3.0,0.5
snottsdale,3.0,2.0
snotty,3.0,0.5
snow,10.0,4.0
snowbirds,3.0,2.0
snowfairy,3.0,2.0
snubbed,4.0,1.0
so,1920.0,3.0851063829787235
soak,4.0,1.0
soaked,6.0,2.0
soaking,7.0,1.3333333333333333
soap,10.0,2.3333333333333335
soapy,3.0,2.0
soba,4.0,3.0
sober,4.0,3.0
soccer,3.0,2.0
social,16.0,4.333333333333333
socialize,4.0,1.0
socialized,3.0,2.0
socializing,3.0,0.5
society,15.0,4.0
sock,3.0,0.5
sockets,3.0,0.5
socks,9.0,3.5
soda,46.0,3.1818181818181817
sodas,15.0,2.75
sodelicious,3.0,2.0
sodium,3.0,2.0
sofas,3.0,2.0
sofia,3.0,2.0
soft,60.0,11.0
softball,3.0,2.0
softdrink,3.0,0.5
softee,3.0,2.0
softened,3.0,2.0
softening,3.0,2.0
softer,3.0,2.0
softshell,3.0,2.0
software,3.0,2.0
soggy,27.0,0.5882352941176471
sol,7.0,1.3333333333333333
solar,3.0,2.0
sold,25.0,3.1666666666666665
soldier,3.0,2.0
soldiered,3.0,0.5
sole,3.0,0.5
solely,6.0,1.0
solemnly,3.0,2.0
solicited,3.0,2.0
solicits,3.0,0.5
solid,16.0,3.0
solidly,3.0,0.5
solitaire,3.0,0.5
solitary,3.0,2.0
solitude,4.0,3.0
solo,4.0,3.0
solstice,4.0,3.0
solution,6.0,2.0
solutions,4.0,3.0
solve,4.0,3.0
solved,6.0,1.0
solvent,3.0,0.5
solvents,3.0,0.5
som,5.0,0.6666666666666666
somber,3.0,2.0
sombra,3.0,2.0
sombreros,4.0,3.0
some,846.0,3.9186046511627906
somebody,9.0,0.8
someday,6.0,2.0
somehow,14.0,1.0
somehwere,3.0,0.5
someone,138.0,1.3389830508474576
someones,3.0,2.0
someplace,3.0,2.0
something,270.0,3.5
somethings,4.0,3.0
sometime,9.0,8.0
sometimes,61.0,11.2
somewhat,22.0,3.4
somewhere,51.0,1.4285714285714286
sommelier,7.0,6.0
somtimes,3.0,0.5
son,37.0,1.6428571428571428
sone,3.0,2.0
song,9.0,3.5
songs,7.0,2.5
sonic,6.0,0.5
sonny,4.0,3.0
sonora,9.0,8.0
sonoran,9.0,8.0
sons,6.0,1.0
sony,3.0,2.0
soo,7.0,2.5
soon,96.0,4.052631578947368
sooner,7.0,2.5
sooo,13.0,3.3333333333333335
soooo,22.0,4.5
sooooo,7.0,6.0
soooooo,3.0,2.0
sooooooo,3.0,2.0
sooooooooo,4.0,1.0
soothing,4.0,3.0
sop,3.0,2.0
sopa,4.0,3.0
sopapilla,3.0,2.0
sopapillas,4.0,0.3333333333333333
sophia,3.0,2.0
sophie,4.0,3.0
sophisticated,5.0,4.0
sophistication,3.0,2.0
sopping,3.0,2.0
sopranos,3.0,0.5
sorbet,15.0,2.75
sorbets,4.0,3.0
sordid,3.0,0.5
sore,7.0,0.4
sorento,3.0,2.0
sorrentino,3.0,2.0
sorrow,3.0,2.0
sorry,63.0,0.5365853658536586
sort,51.0,1.6842105263157894
sorta,4.0,1.0
sorted,3.0,2.0
sorting,4.0,3.0
sorts,18.0,3.5
souchong,3.0,2.0
souffle,5.0,4.0
souffles,3.0,2.0
sought,4.0,3.0
soul,11.0,2.6666666666666665
souls,5.0,1.5
sound,41.0,2.1538461538461537
sounded,17.0,4.666666666666667
sounding,7.0,1.3333333333333333
sounds,37.0,8.25
soundtrack,3.0,2.0
soup,128.0,4.12
soups,19.0,2.8
soupy,5.0,0.6666666666666666
sour,31.0,2.4444444444444446
source,6.0,2.0
sourced,3.0,2.0
sources,3.0,2.0
sourcing,3.0,2.0
sourdough,8.0,7.0
sous,5.0,4.0
south,33.0,15.5
southbridge,3.0,0.5
southeast,3.0,2.0
southern,12.0,3.0
southwest,10.0,9.0
southwestern,7.0,1.3333333333333333
soutwest,3.0,2.0
souvenier,3.0,2.0
souveniers,3.0,2.0
souvia,3.0,2.0
souvlaki,3.0,2.0
sox,6.0,5.0
soy,21.0,2.5
soynami,3.0,2.0
sp,7.0,2.5
spa,59.0,18.666666666666668
space,52.0,3.3333333333333335
spaces,5.0,1.5
spacey,3.0,2.0
spacing,3.0,2.0
spacious,18.0,17.0
spackling,3.0,0.5
spades,3.0,2.0
spaetzle,3.0,2.0
spagetti,3.0,0.5
spaghetti,11.0,1.75
spain,4.0,1.0
spam,5.0,0.6666666666666666
span,4.0,3.0
spandex,3.0,0.5
spandwex,3.0,0.5
spaniards,3.0,2.0
spanikopita,3.0,2.0
spanish,16.0,4.333333333333333
spare,6.0,2.0
spared,3.0,2.0
spark,3.0,2.0
sparked,3.0,0.5
sparkling,4.0,3.0
sparkly,3.0,2.0
sparse,3.0,2.0
spas,3.0,2.0
spashground,3.0,2.0
spastic,3.0,0.5
spat,3.0,0.5
spawn,3.0,2.0
spay,3.0,0.5
spaying,3.0,2.0
speak,40.0,1.5
speakeasy,4.0,3.0
speaker,6.0,0.5
speakers,4.0,3.0
speaking,15.0,1.1428571428571428
speaks,7.0,1.3333333333333333
spear,3.0,2.0
spearmint,3.0,2.0
special,194.0,7.434782608695652
specialist,3.0,0.5
specialists,3.0,2.0
speciality,4.0,3.0
specialize,4.0,1.0
specializes,4.0,3.0
specially,3.0,2.0
specialness,3.0,2.0
specials,58.0,8.666666666666666
specialties,3.0,2.0
specialtly,3.0,2.0
specialty,26.0,5.5
species,4.0,3.0
specifc,3.0,2.0
specific,14.0,2.5
specifically,17.0,1.125
specification,4.0,3.0
specifics,3.0,2.0
specified,3.0,2.0
speckled,3.0,2.0
spectacular,27.0,12.5
spectrum,3.0,2.0
speculate,3.0,0.5
speech,3.0,2.0
speed,13.0,5.5
speeds,3.0,0.5
speedy,7.0,2.5
spell,3.0,2.0
spelled,5.0,4.0
spelling,3.0,2.0
spellings,3.0,0.5
spencer,7.0,6.0
spend,64.0,2.764705882352941
spending,24.0,2.4285714285714284
spends,3.0,2.0
spendy,3.0,2.0
spent,59.0,2.1052631578947367
spewed,3.0,0.5
spice,21.0,9.5
spiced,12.0,11.0
spices,27.0,5.75
spicey,3.0,0.5
spicier,5.0,4.0
spiciness,6.0,2.0
spicoli,3.0,2.0
spicolli,3.0,2.0
spicy,131.0,8.357142857142858
spiddle,3.0,2.0
spider,3.0,2.0
spiderman,3.0,2.0
spieker,3.0,2.0
spiiiccyyyy,3.0,2.0
spiked,3.0,2.0
spiky,3.0,2.0
spill,3.0,2.0
spilled,7.0,0.16666666666666666
spin,10.0,4.0
spinach,46.0,8.2
spinal,3.0,2.0
spinato,4.0,3.0
spinatos,3.0,2.0
spincach,3.0,2.0
spinning,5.0,4.0
spirit,4.0,3.0
spirits,9.0,2.0
spiritual,4.0,3.0
spiro,3.0,2.0
spit,8.0,0.3333333333333333
spite,4.0,1.0
splash,7.0,6.0
splashed,3.0,0.5
splashing,3.0,2.0
splenda,3.0,2.0
splendid,4.0,3.0
splinter,4.0,3.0
split,52.0,3.727272727272727
splits,3.0,2.0
splitting,10.0,1.0
splleeeendid,3.0,2.0
splurge,10.0,4.0
splurged,4.0,3.0
splurges,3.0,2.0
splurging,3.0,2.0
spoil,6.0,5.0
spoiled,7.0,1.3333333333333333
spoilt,3.0,2.0
spoke,19.0,1.1111111111111112
spoken,6.0,5.0
sponge,3.0,2.0
spongy,6.0,2.0
spontaneous,3.0,0.5
spoon,11.0,1.75
spoonful,4.0,3.0
spoons,4.0,1.0
sporadic,3.0,2.0
spore,3.0,0.5
sport,10.0,1.0
sporting,5.0,4.0
sportman,3.0,2.0
sports,50.0,9.0
sportsman,7.0,6.0
spot,137.0,9.538461538461538
spotless,9.0,8.0
spotlessly,3.0,2.0
spots,22.0,6.333333333333333
spotted,6.0,5.0
spotty,3.0,2.0
spouse,3.0,2.0
spouses,3.0,0.5
spouting,3.0,2.0
spouts,3.0,2.0
sprawl,3.0,2.0
sprawled,3.0,2.0
sprawling,5.0,1.5
spray,8.0,3.0
sprayer,3.0,0.5
spread,10.0,4.0
spreads,5.0,4.0
spreadsheet,3.0,2.0
spring,59.0,4.363636363636363
springfield,3.0,2.0
springs,5.0,1.5
sprinkle,5.0,1.5
sprinkled,6.0,1.0
sprinkles,9.0,2.0
sprinkling,3.0,0.5
sprint,3.0,2.0
sprite,4.0,3.0
sprites,4.0,3.0
sprout,4.0,3.0
sprouts,24.0,5.0
spudnuts,3.0,0.5
spumoni,3.0,2.0
spun,3.0,2.0
spur,4.0,3.0
spy,3.0,2.0
sq,3.0,2.0
sqaw,3.0,2.0
square,14.0,13.0
squares,3.0,2.0
squash,13.0,3.3333333333333335
squat,3.0,0.5
squaw,6.0,5.0
squeaky,3.0,2.0
squealing,3.0,0.5
squeegee,3.0,2.0
squeeking,3.0,0.5
squeeze,9.0,1.25
squeezed,9.0,2.0
squeezing,6.0,1.0
squid,5.0,4.0
squirming,3.0,2.0
squirrel,4.0,3.0
squirrels,3.0,2.0
squirt,3.0,0.5
squirted,3.0,2.0
squished,3.0,2.0
squishing,3.0,2.0
squishy,5.0,4.0
sriacha,3.0,2.0
sriracha,4.0,3.0
sslowest,3.0,0.5
ssssshhhhhh,3.0,0.5
st,24.0,3.8
stab,9.0,1.25
stabbed,3.0,0.5
stable,3.0,2.0
stack,9.0,8.0
stacked,6.0,1.0
stacking,3.0,0.5
stacks,3.0,2.0
stadium,17.0,16.0
stadiums,4.0,3.0
staff,494.0,4.311827956989247
staffed,4.0,0.3333333333333333
staffer,5.0,4.0
staffperson,18.0,0.058823529411764705
stage,13.0,12.0
stages,4.0,3.0
staggering,3.0,2.0
stained,5.0,1.5
staining,3.0,0.5
stainless,3.0,2.0
stains,3.0,2.0
stair,4.0,3.0
staircase,4.0,3.0
stairmaster,3.0,2.0
stairs,5.0,4.0
stake,3.0,2.0
stale,15.0,0.25
stalked,3.0,2.0
stalking,3.0,2.0
stall,3.0,2.0
stalled,3.0,2.0
stalls,4.0,3.0
stamina,3.0,2.0
stammered,3.0,0.5
stammering,3.0,0.5
stamp,5.0,1.5
stamped,3.0,2.0
stan,4.0,3.0
stand,43.0,2.5833333333333335
standard,25.0,5.25
standards,10.0,2.3333333333333335
standby,3.0,2.0
standing,19.0,2.8
standout,6.0,5.0
standouts,3.0,2.0
stands,11.0,2.6666666666666665
stanley,3.0,2.0
staple,11.0,10.0
staples,4.0,3.0
star,112.0,1.488888888888889
starbuck,4.0,3.0
starbucks,29.0,6.25
starches,4.0,3.0
starchy,3.0,0.5
stare,5.0,1.5
stared,3.0,0.5
stares,4.0,0.3333333333333333
stargazing,3.0,2.0
staring,7.0,2.5
stark,3.0,0.5
starr,3.0,2.0
stars,154.0,3.2777777777777777
start,105.0,3.5652173913043477
started,107.0,3.652173913043478
starter,8.0,7.0
starters,14.0,2.5
starting,17.0,2.4
startled,3.0,2.0
startlingly,3.0,2.0
starts,14.0,1.3333333333333333
starve,3.0,0.5
starving,15.0,1.1428571428571428
stash,3.0,2.0
stashed,3.0,2.0
state,34.0,4.666666666666667
stated,17.0,1.4285714285714286
statement,7.0,0.75
states,17.0,1.8333333333333333
stateside,6.0,2.0
static,3.0,0.5
stating,4.0,0.3333333333333333
station,27.0,0.9285714285714286
stationary,3.0,2.0
stationed,5.0,1.5
stations,7.0,6.0
statistics,3.0,2.0
statues,3.0,0.5
status,6.0,0.2
stave,3.0,2.0
stay,95.0,3.130434782608696
staycation,4.0,3.0
staycations,3.0,2.0
stayed,39.0,4.571428571428571
staying,30.0,4.0
stays,9.0,3.5
steady,6.0,5.0
steak,124.0,2.4444444444444446
steakburger,3.0,0.5
steakhouse,14.0,6.0
steakhouses,4.0,3.0
steaks,20.0,4.0
steal,12.0,2.0
stealerships,3.0,2.0
stealing,6.0,0.5
steals,3.0,2.0
stealthy,3.0,0.5
steam,10.0,9.0
steamed,18.0,2.0
steamers,6.0,0.5
steaming,5.0,1.5
stedson,3.0,2.0
steel,3.0,2.0
steelhead,3.0,2.0
steen,3.0,2.0
steep,7.0,2.5
steeping,3.0,2.0
steepness,3.0,2.0
steer,5.0,0.6666666666666666
steered,4.0,3.0
steinway,3.0,2.0
stella,4.0,3.0
stellar,13.0,3.3333333333333335
stem,3.0,2.0
stemware,3.0,2.0
stench,3.0,0.5
step,23.0,1.5555555555555556
stephen,3.0,2.0
stepped,17.0,2.4
stepper,4.0,3.0
stepping,6.0,2.0
steps,7.0,1.3333333333333333
stepsister,3.0,2.0
stereo,3.0,2.0
stereotype,4.0,3.0
stereotypical,3.0,2.0
sterile,3.0,2.0
sterilized,3.0,2.0
steroids,3.0,2.0
stetson,7.0,6.0
steve,9.0,8.0
stew,17.0,16.0
stewart,4.0,3.0
stews,4.0,3.0
stick,33.0,2.3
sticker,4.0,3.0
stickers,5.0,4.0
stickiness,3.0,2.0
sticking,5.0,1.5
stickler,4.0,3.0
sticks,7.0,2.5
sticky,19.0,1.1111111111111112
stiff,5.0,1.5
stiffy,3.0,2.0
stigma,3.0,2.0
stigmata,4.0,0.3333333333333333
still,298.0,3.138888888888889
stilton,3.0,2.0
stimulating,4.0,3.0
stimuli,3.0,0.5
stingray,3.0,2.0
stingrays,3.0,2.0
stingy,6.0,1.0
stink,5.0,0.6666666666666666
stinking,3.0,0.5
stinks,5.0,0.6666666666666666
stinkweeds,8.0,7.0
stinky,8.0,1.0
stipulations,3.0,2.0
stir,9.0,2.0
stirred,3.0,2.0
stirrup,3.0,2.0
stitches,3.0,2.0
stitching,4.0,1.0
stl,5.0,0.25
stock,16.0,2.2
stocked,14.0,13.0
stocking,4.0,3.0
stockings,3.0,2.0
stocks,3.0,2.0
stoked,5.0,4.0
stole,6.0,2.0
stolen,7.0,0.4
stomach,29.0,2.2222222222222223
stomachs,3.0,2.0
stomp,3.0,2.0
stomped,3.0,0.5
stomping,4.0,3.0
stone,15.0,6.5
stoned,3.0,0.5
stood,19.0,0.5833333333333334
stool,4.0,1.0
stools,5.0,4.0
stop,110.0,6.333333333333333
stopped,78.0,3.3333333333333335
stopping,12.0,11.0
stops,14.0,1.3333333333333333
storage,4.0,3.0
store,284.0,2.120879120879121
stored,4.0,0.3333333333333333
stores,52.0,3.0
stories,4.0,3.0
storm,6.0,5.0
stormed,3.0,0.5
storms,3.0,2.0
stormy,4.0,3.0
story,27.0,2.857142857142857
stouffer,3.0,2.0
stout,7.0,6.0
stracciatella,4.0,3.0
straight,33.0,1.5384615384615385
straightaway,3.0,0.5
straightforward,5.0,1.5
strain,3.0,0.5
strained,4.0,1.0
strait,3.0,2.0
strand,5.0,4.0
stranded,3.0,2.0
strands,3.0,0.5
strange,21.0,2.0
strangely,3.0,2.0
stranger,6.0,5.0
strangers,4.0,3.0
strap,4.0,1.0
strapless,3.0,2.0
strapped,3.0,2.0
straps,5.0,0.6666666666666666
strategic,3.0,2.0
strategy,3.0,2.0
stratified,3.0,2.0
straw,6.0,0.5
strawberries,12.0,11.0
strawberry,28.0,13.0
stray,5.0,4.0
strayed,3.0,2.0
streak,3.0,2.0
stream,8.0,7.0
streaming,3.0,2.0
streamliner,3.0,0.5
strebe,3.0,2.0
street,100.0,3.761904761904762
streets,11.0,10.0
streetwalkin,3.0,2.0
strength,5.0,4.0
strenuous,3.0,2.0
strep,3.0,0.5
stress,8.0,3.0
stressed,6.0,2.0
stressing,3.0,2.0
stretch,7.0,2.5
stretches,3.0,2.0
stretching,3.0,2.0
striaght,3.0,2.0
strict,4.0,3.0
strictly,6.0,5.0
stride,3.0,0.5
strike,3.0,2.0
strikes,3.0,2.0
string,4.0,3.0
stringier,3.0,2.0
strings,3.0,0.5
stringy,3.0,2.0
strip,52.0,6.428571428571429
stripe,3.0,2.0
striped,3.0,2.0
stripes,3.0,2.0
striping,3.0,2.0
stripped,3.0,2.0
stripper,3.0,2.0
strippers,3.0,0.5
stripping,3.0,0.5
strips,17.0,2.4
strives,5.0,4.0
stroganoff,3.0,2.0
stroke,3.0,2.0
strokes,3.0,2.0
stroll,4.0,1.0
strolled,3.0,0.5
stroller,4.0,1.0
strolling,3.0,2.0
strong,25.0,3.1666666666666665
stronger,5.0,4.0
stronghold,3.0,0.5
strongly,10.0,2.3333333333333335
strore,3.0,2.0
struck,5.0,4.0
structure,4.0,3.0
struggled,7.0,2.5
struggles,3.0,2.0
struggling,6.0,1.0
strummed,3.0,2.0
struts,5.0,4.0
stubborn,3.0,2.0
stubs,3.0,2.0
stuck,19.0,8.5
stucky,3.0,0.5
stud,3.0,2.0
studded,3.0,0.5
studebaker,3.0,2.0
student,8.0,7.0
students,7.0,2.5
studied,3.0,2.0
studio,24.0,23.0
studios,6.0,5.0
study,11.0,4.5
studying,5.0,4.0
stuff,123.0,6.6875
stuffed,59.0,10.8
stuffing,7.0,2.5
stuffy,9.0,3.5
stumble,4.0,3.0
stumbled,17.0,16.0
stumps,3.0,2.0
stunk,3.0,0.5
stunned,6.0,0.5
stunner,3.0,2.0
stunning,7.0,6.0
stupendous,3.0,2.0
stupendously,3.0,2.0
stupid,17.0,0.7
stupidly,3.0,2.0
stupor,4.0,3.0
sturgeon,4.0,3.0
stutter,3.0,2.0
stuttering,3.0,0.5
style,131.0,6.277777777777778
styles,7.0,6.0
stylish,6.0,5.0
stylist,14.0,3.6666666666666665
stylists,6.0,5.0
stylush,3.0,2.0
styrofoam,5.0,1.5
sub,32.0,1.6666666666666667
subaru,4.0,3.0
subconcious,3.0,2.0
subdued,3.0,2.0
suberb,3.0,2.0
subject,3.0,2.0
sublime,8.0,7.0
submit,3.0,0.5
submitted,3.0,0.5
submitting,3.0,2.0
subpar,4.0,0.3333333333333333
subs,11.0,2.6666666666666665
subscriber,3.0,2.0
subscription,3.0,2.0
subsequent,3.0,2.0
subsequently,5.0,1.5
subset,3.0,2.0
substance,4.0,0.3333333333333333
substandard,5.0,0.25
substantial,5.0,4.0
substantially,3.0,0.5
substitute,7.0,6.0
substituted,4.0,1.0
substitution,3.0,0.5
substitutions,5.0,0.6666666666666666
subtle,9.0,8.0
subtleness,3.0,2.0
subtler,3.0,2.0
subtly,3.0,2.0
subtract,3.0,2.0
suburban,4.0,1.0
suburbia,3.0,2.0
suburbs,3.0,0.5
subway,10.0,9.0
subways,5.0,4.0
succeed,4.0,3.0
succeeded,3.0,0.5
succeeds,3.0,0.5
success,9.0,2.0
successful,6.0,2.0
successfully,3.0,2.0
succulent,8.0,7.0
succulents,3.0,2.0
such,168.0,3.3076923076923075
sucha,3.0,2.0
suck,12.0,0.7142857142857143
sucked,15.0,0.15384615384615385
sucker,8.0,3.0
suckers,4.0,1.0
sucking,7.0,0.75
sucks,29.0,0.38095238095238093
sud,4.0,1.0
sudden,3.0,2.0
suddenly,5.0,0.6666666666666666
suds,3.0,2.0
sue,4.0,3.0
sued,3.0,2.0
suffer,4.0,1.0
suffered,6.0,1.0
suffering,3.0,0.5
suffers,3.0,2.0
suffice,4.0,0.3333333333333333
sufficed,3.0,2.0
sufficiently,3.0,2.0
sugar,34.0,4.666666666666667
sugared,4.0,1.0
sugary,3.0,2.0
suggest,44.0,4.5
suggested,38.0,4.428571428571429
suggesting,5.0,1.5
suggestion,13.0,5.5
suggestions,27.0,12.5
suggests,7.0,2.5
suit,17.0,2.4
suitable,3.0,2.0
suite,16.0,15.0
suited,5.0,0.6666666666666666
suites,6.0,1.0
suiting,3.0,2.0
suits,5.0,4.0
sul,3.0,2.0
sullivan,3.0,2.0
sum,16.0,2.2
sumac,3.0,2.0
sumibiyaki,3.0,2.0
summarize,3.0,0.5
summary,7.0,2.5
summer,53.0,9.6
summers,3.0,0.5
summertime,3.0,2.0
summery,3.0,2.0
summit,6.0,5.0
summitt,3.0,2.0
sumptuous,3.0,2.0
sums,3.0,2.0
sun,28.0,13.0
sunburn,3.0,2.0
sundae,17.0,7.5
sundaes,4.0,3.0
sundance,3.0,2.0
sunday,73.0,3.8666666666666667
sundays,13.0,12.0
sundevil,4.0,3.0
sundried,4.0,3.0
sundries,3.0,2.0
sundrops,3.0,2.0
sunflower,5.0,4.0
sunglasses,4.0,0.3333333333333333
sunken,3.0,0.5
sunny,7.0,6.0
sunridge,3.0,2.0
sunrise,3.0,2.0
suns,8.0,7.0
sunscreen,3.0,2.0
sunset,7.0,2.5
sunshine,8.0,7.0
sunsine,3.0,2.0
super,185.0,10.5625
superb,28.0,27.0
superbowl,6.0,5.0
supercuts,3.0,2.0
superfantasticdeliciousness,3.0,2.0
superfood,3.0,2.0
superior,14.0,1.8
superman,3.0,2.0
supermarket,5.0,0.25
supermarkets,4.0,3.0
superstar,3.0,2.0
superstition,8.0,7.0
supervision,5.0,1.5
supervisor,4.0,0.3333333333333333
supervisors,3.0,0.5
supped,3.0,2.0
supper,5.0,1.5
supplementation,3.0,2.0
supplements,5.0,4.0
supplier,3.0,0.5
suppliers,4.0,3.0
supplies,9.0,8.0
supply,14.0,2.5
support,31.0,3.4285714285714284
supported,3.0,2.0
supporter,3.0,2.0
supporters,3.0,2.0
supporting,12.0,1.4
supportive,3.0,2.0
supports,3.0,2.0
suppose,8.0,1.0
supposed,36.0,0.5652173913043478
supposedly,9.0,1.25
supreme,6.0,2.0
supremely,4.0,1.0
sur,6.0,2.0
surcharge,5.0,0.6666666666666666
surcharges,3.0,0.5
sure,315.0,4.080645161290323
surefire,3.0,2.0
surely,7.0,2.5
surf,4.0,1.0
surface,5.0,1.5
surfaces,3.0,0.5
surfing,5.0,1.5
surgeries,3.0,2.0
surgery,7.0,2.5
surly,4.0,0.3333333333333333
surname,3.0,2.0
surpassed,5.0,4.0
surpasses,3.0,2.0
surprise,38.0,3.75
surprised,76.0,3.4705882352941178
surprises,4.0,3.0
surprising,8.0,7.0
surprisingly,20.0,19.0
surreal,3.0,0.5
surround,3.0,2.0
surrounded,6.0,5.0
surrounding,7.0,2.5
surroundings,9.0,8.0
surrounds,3.0,2.0
